"","obsID","cross_checked","reference","paperID","subsetID","speciesID","common_name","species","species_cleaned","species_class","region","country","lat","lon","fitness_main_focus","confirmation_bias","study_type","shared_group","dispersal_type","dispersal_phase","fitness_metric","study_design","age_class","sex","n","group_1","group_2","n_group_1","n_group_2","mean_group_1","mean_group_2","mean_units","type_of_variance","variance_group_1","variance_group_2","function_needed","direction_change","effect_size","effect_size_details","effect_size_type","effect_size_value","positive...non.disperser.did.better.than.disperser","effect_size_df","effect_size_p_value_numeric","effect_size_type_of_variance","effect_size_variance","publication_year","publication_authors","age_class_clean","fitness_metric_clean","fitness_higher_level","whose_fitness"
"133","ARM","SN","Wiggett & Boag 1993","p030","c075","s026","colombian ground squirrel","Spermophilus columbianus","Urocitellus columbianus","Mammalia","Sheep River Provincial Park","Alberta",50.630250549306,-114.683334220413,"Y",NA,"natural","N","natal","settlement","number of yearlings at emigration","contrast","A","F",119,"non-disperser","disperser",105,14,2.03,1,"mean n of yearlings",NA,NA,NA,"count_method",1,NA,NA,NA,NA,NA,NA,0.01,NA,NA,1993,"Wiggett & Boag","adult","offspring survival","survival","offspring"
"134","ARM","SN","Wiggett & Boag 1993","p030","c075","s026","colombian ground squirrel","Spermophilus columbianus","Urocitellus columbianus","Mammalia","Sheep River Provincial Park","Alberta",50.630250549306,-114.683334220413,"Y",NA,"natural","N","natal","settlement","number of daughters reaching sexual maturity","contrast","A","F",119,"non-disperser","disperser",105,14,0.78,0.79,"mean n of daughters",NA,NA,NA,"count_method",1,NA,NA,NA,NA,NA,NA,0.5,NA,NA,1993,"Wiggett & Boag","adult","offspring survival","survival","offspring"
"135","ARM","SN","Wiggett & Boag 1993","p030","c076","s026","colombian ground squirrel","Spermophilus columbianus","Urocitellus columbianus","Mammalia","Sheep River Provincial Park","Alberta",50.630250549306,-114.683334220413,"Y",NA,"natural","N","natal","settlement","longevity","contrast","A","M",59,"non-disperser","disperser",16,43,2.5,3.9,"mean age",NA,NA,NA,"count_method",1,NA,NA,NA,NA,NA,NA,0.01,NA,NA,1993,"Wiggett & Boag","adult","survival","survival","individual"
"136","ARM","ML","Small et al. 1993","p031","c077","s027","ruffed grouse","Bonasa umbellus","Bonasa umbellus","Aves","Richford","Wisconsin",44.0242631265908,-89.4338120187284,"Y",NA,"natural","N","natal","prospection","survival autumn","contrast","J","B",298,"non-disperser","disperser",169,129,0.73,0.84,"survival rate","SD",0.9548243,0.4592099,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,"Small et al.","juvenile","survival","survival","individual"
"137","ARM","ML","Small et al. 1993","p031","c077","s027","ruffed grouse","Bonasa umbellus","Bonasa umbellus","Aves","Richford","Wisconsin",44.0242631265908,-89.4338120187284,"Y",NA,"natural","N","natal","prospection","survival winter","contrast","J","B",298,"non-disperser","disperser",169,129,0.56,0.19,"survival rate","SD",2.502298,0.5740124,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,"Small et al.","juvenile","survival","survival","individual"
"138","ARM","ML","Small et al. 1993","p031","c077","s027","ruffed grouse","Bonasa umbellus","Bonasa umbellus","Aves","Richford","Wisconsin",44.0242631265908,-89.4338120187284,"Y",NA,"natural","N","natal","prospection","survival spring","contrast","J","B",298,"non-disperser","disperser",169,129,0.68,0.48,"survival rate","SD",2.732773,0.8610186,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,"Small et al.","juvenile","survival","survival","individual"
"139","ARM","ML","Small et al. 1993","p031","c077","s027","ruffed grouse","Bonasa umbellus","Bonasa umbellus","Aves","Richford","Wisconsin",44.0242631265908,-89.4338120187284,"Y",NA,"natural","N","natal","prospection","survival to yearling","contrast","J","B",298,"non-disperser","disperser",169,129,0.31,0.3,"survival rate","SD",1.514549,0.4305093,"proportion_method2",1,"t-test","one-tailed t-test","t or z value",0.04,"positive = non-disperser did better than disperser",NA,0.48,NA,NA,1993,"Small et al.","juvenile","survival","survival","individual"
"140","ARM","ML","Small et al. 1993","p031","c078","s027","ruffed grouse","Bonasa umbellus","Bonasa umbellus","Aves","Richford","Wisconsin",44.0242631265908,-89.4338120187284,"Y",NA,"natural","N","breeding","settlement","survival","contrast","A","F",46,"non-disperser","disperser",32,14,0.44,1,"survival rate",NA,NA,NA,"proportion_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,"Small et al.","adult","survival","survival","individual"
"141","ARM","ML","Small et al. 1993","p031","c079","s027","ruffed grouse","Bonasa umbellus","Bonasa umbellus","Aves","Richford","Wisconsin",44.0242631265908,-89.4338120187284,"Y",NA,"natural","N","breeding","settlement","survival","contrast","A","M",37,"non-disperser","disperser",32,5,0.52,1,"survival rate",NA,NA,NA,"proportion_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,"Small et al.","adult","survival","survival","individual"
"142","ARM",NA,"Sæther & Heim 1993","p032","c080","s028","moose","Alces alces","Alces alces","Mammalia","Troms","Norway",69.6585810462896,18.9746797139977,"N",NA,"natural","N","natal","prospection","age at maturity","contrast","Y","F",16,"non-disperser","disperser",8,8,2.75,3.375,"mean age (years)","SD",0.3535534,0.46291,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,"Sæther & Heim","adult","age at first reproduction","reproduction","individual"
"143","ARM","SN","Korpimäki 1993","p033","c081","s029","tengmalm's owl","Aegolius funereus","Aegolius funereus","Aves","Kauhava","Finland",63.1016622469818,23.0654943385939,"N",NA,"natural","N","breeding","settlement","proportion of eggs producing fledglings","gradient","A","F",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"correlation_method2",1,"correlation","spearman rank correlation","r value",-0.26,"negative = non-disperser did better than disperser",NA,0.1,NA,NA,1993,"Korpimäki","adult","lifetime reproductive success","reproduction","individual"
"144","ARM","SN","Korpimäki 1993","p033","c082","s029","tengmalm's owl","Aegolius funereus","Aegolius funereus","Aves","Kauhava","Finland",63.1016622469818,23.0654943385939,"N",NA,"natural","N","breeding","settlement","proportion of eggs producing fledglings","gradient","A","M",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"correlation_method2",1,"correlation","spearman rank correlation","r value",-0.13,"negative = non-disperser did better than disperser",NA,0.1,NA,NA,1993,"Korpimäki","adult","lifetime reproductive success","reproduction","individual"
"145","ARM","SN","Larsen & Boutin 1994","p034","c083","s030","north american red squirrel","Tamiasciurus hudsonicus","Tamiasciurus hudsonicus","Mammalia","Fort Assiniboine","Alberta",54.3343974145738,-114.76963271466,"Y",NA,"natural","N","natal","prospection","survival","contrast","J","B",20,"non-disperser","disperser",10,64,30,79.6875,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Larsen & Boutin","juvenile","survival","survival","individual"
"146","ARM","ML","Pärt 1994","p035","c084","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.3371820658553,18.4392915858705,"Y",NA,"natural","N","natal","settlement","number of recruits","contrast","Y","M",14,"non-disperser","disperser",4,10,NA,NA,NA,NA,NA,NA,"p_method1",1,"non-parametric","Mann-Whitney U two-tailed","Mann-Whitney U",9,"positive = non-disperser did better than disperser",NA,0.07,NA,NA,1994,"Pärt","adult","offspring survival","survival","offspring"
"147","ARM","ML","Pärt 1994","p035","c085","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.3371820658553,18.4392915858705,"Y",NA,"natural","N","natal","settlement","number of recruits","contrast","Y","M",15,"non-disperser","disperser",6,9,NA,NA,NA,NA,NA,NA,"p_method1",1,"non-parametric","Mann-Whitney U two-tailed","Mann-Whitney U",16.5,"positive = non-disperser did better than disperser",NA,0.1,NA,NA,1994,"Pärt","adult","offspring survival","survival","offspring"
"148","ARM","ML","Wauters et al. 1994","p036","c086","s110","eurasian red squirrel","Sciurus vulgaris","Sciurus vulgaris","Mammalia","Antwerpen","Belgium",51.2216761926752,4.38385536624134,"Y",NA,"natural","N","natal","prospection","survival","contrast","J","F",37,"non-disperser","disperser",24,13,54.16666667,61.53846154,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Wauters et al.","juvenile","survival","survival","individual"
"149","ARM","ML","Wauters et al. 1994","p036","c087","s110","eurasian red squirrel","Sciurus vulgaris","Sciurus vulgaris","Mammalia","Antwerpen","Belgium",51.2216761926752,4.38385536624134,"Y",NA,"natural","N","natal","prospection","survival","contrast","J","M",36,"non-disperser","disperser",23,13,65.2173913,69.23076923,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Wauters et al.","juvenile","survival","survival","individual"
"150","ARM","ML","Wauters et al. 1994","p036","c088","s110","eurasian red squirrel","Sciurus vulgaris","Sciurus vulgaris","Mammalia","Antwerpen","Belgium",51.2216761926752,4.38385536624134,"Y",NA,"natural","N","natal","settlement","longevity","contrast","A","F",55,"non-disperser","disperser",22,33,38.5,40.4,"mean months alive","SD",18,17.9,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Wauters et al.","adult","survival","survival","individual"
"151","ARM","ML","Wauters et al. 1994","p036","c088","s110","eurasian red squirrel","Sciurus vulgaris","Sciurus vulgaris","Mammalia","Antwerpen","Belgium",51.2216761926752,4.38385536624134,"Y",NA,"natural","N","natal","settlement","produced offspring that survived to weaning","contrast","A","F",55,"non-disperser","disperser",22,33,68.18181818,60.60606061,"percent success",NA,NA,NA,"percent_method1",1,"chi-square","chi-square test for homogeneity","chi2",0.33,"positive = non-disperser did better than disperser",NA,NA,NA,NA,1994,"Wauters et al.","adult","lifetime reproductive success","reproduction","individual"
"152","ARM","ML","Wauters et al. 1994","p036","c089","s110","eurasian red squirrel","Sciurus vulgaris","Sciurus vulgaris","Mammalia","Antwerpen","Belgium",51.2216761926752,4.38385536624134,"Y",NA,"natural","N","natal","settlement","lifetime reproductive success","contrast","A","F",35,"non-disperser","disperser",15,20,5.33,4.7,"mean number of offspring","SD",2.48,2.68,"mean_method",1,"ANOVA","one way","F value",0.503,"positive = non-disperser did better than disperser",33,NA,NA,NA,1994,"Wauters et al.","adult","lifetime reproductive success","reproduction","individual"
"153","ARM","ML","Wauters et al. 1994","p036","c090","s110","eurasian red squirrel","Sciurus vulgaris","Sciurus vulgaris","Mammalia","Antwerpen","Belgium",51.2216761926752,4.38385536624134,"Y",NA,"natural","N","natal","settlement","longevity","contrast","A","M",49,"non-disperser","disperser",12,37,32.8,39.7,"mean months alive","SD",11,16.3,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Wauters et al.","adult","survival","survival","individual"
"154","ARM","ML","Wauters et al. 1994","p036","c091","s110","eurasian red squirrel","Sciurus vulgaris","Sciurus vulgaris","Mammalia","Antwerpen","Belgium",51.2216761926752,4.38385536624134,"Y",NA,"natural","N","natal","settlement","longevity","gradient","J","B",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"correlation_method1",1,"correlation","unspecified","r value",0.13,"positive = disperser did better than non-disperser",NA,NA,NA,NA,1994,"Wauters et al.","juvenile","survival","survival","individual"
"155","ARM","ML","Wauters et al. 1994","p036","c092","s110","eurasian red squirrel","Sciurus vulgaris","Sciurus vulgaris","Mammalia","Antwerpen","Belgium",51.2216761926752,4.38385536624134,"Y",NA,"natural","N","natal","settlement","lifetime reproductive success","gradient","J","F",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"correlation_method1",1,"correlation","unspecified","r value",0.22,"positive = disperser did better than non-disperser",NA,NA,NA,NA,1994,"Wauters et al.","juvenile","lifetime reproductive success","reproduction","individual"
"156","ARM","SN","Getz et al. 1994","p037","c093","s069","prairie vole","Microtus ochrogaster","Microtus ochrogaster","Mammalia","Urbana","Illinois",40.1107130012287,-88.2086724242155,"N",NA,"natural","N","natal","settlement","longevity","contrast","J","M",204,"non-disperser","disperser",143,61,62.6,111.1,"mean number of days alive","SD",29.89565186,67.16814721,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Getz et al.","juvenile","survival","survival","individual"
"157","ARM","SN","Getz et al. 1994","p037","c094","s069","prairie vole","Microtus ochrogaster","Microtus ochrogaster","Mammalia","Urbana","Illinois",40.1107130012287,-88.2086724242155,"N",NA,"natural","N","natal","settlement","longevity","contrast","J","F",162,"non-disperser","disperser",128,34,78.1,107,"mean number of days alive","SD",47.5175757,55.394043,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Getz et al.","juvenile","survival","survival","individual"
"158","ARM","SN","Getz et al. 1994","p037","c095","s069","prairie vole","Microtus ochrogaster","Microtus ochrogaster","Mammalia","Urbana","Illinois",40.1107130012287,-88.2086724242155,"N",NA,"natural","N","natal","settlement","survival to yearling","contrast","J","M",206,"non-disperser","disperser",141,65,2.1,29.2,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Getz et al.","juvenile","survival","survival","individual"
"159","ARM","SN","Getz et al. 1994","p037","c096","s069","prairie vole","Microtus ochrogaster","Microtus ochrogaster","Mammalia","Urbana","Illinois",40.1107130012287,-88.2086724242155,"N",NA,"natural","N","natal","settlement","survival to yearling","contrast","J","F",155,"non-disperser","disperser",122,33,18,27.3,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Getz et al.","juvenile","survival","survival","individual"
"160","ARM","SN","Getz et al. 1994","p037","c097","s069","prairie vole","Microtus ochrogaster","Microtus ochrogaster","Mammalia","Urbana","Illinois",40.1107130012287,-88.2086724242155,"N",NA,"natural","N","natal","settlement","age at maturity","contrast","J","M",93,"non-disperser","disperser",29,64,39,46.6,"mean age (days)","SD",14.0014285,35.2,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Getz et al.","juvenile","age at first reproduction","reproduction","individual"
"161","ARM","SN","Getz et al. 1994","p037","c098","s069","prairie vole","Microtus ochrogaster","Microtus ochrogaster","Mammalia","Urbana","Illinois",40.1107130012287,-88.2086724242155,"N",NA,"natural","N","natal","settlement","age at maturity","contrast","J","F",103,"non-disperser","disperser",59,44,61.5,43.9,"mean age (days)","SD",38.40572874,19.23642378,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Getz et al.","juvenile","age at first reproduction","reproduction","individual"
"162","ARM","SN","Getz et al. 1994","p037","c099","s069","prairie vole","Microtus ochrogaster","Microtus ochrogaster","Mammalia","Urbana","Illinois",40.1107130012287,-88.2086724242155,"N",NA,"natural","N","natal","settlement","reproductive","contrast","J","F",151,"non-disperser","disperser",111,40,42.3,82.5,"percent reproductive",NA,NA,NA,"percent_method1",1,"chi-square","chi-square test for homogeneity","chi2",17.457,"positive = disperser did better than non-disperser",1,0.0001,NA,NA,1994,"Getz et al.","juvenile","lifetime breeding success","reproduction","individual"
"163","ARM","ML","Van Vuren & Armitage 1994","p038","c100","s031","yellow-bellied marmot","Marmota flaviventris","Marmota flaviventris","Mammalia","Gunnison County","Colorado",38.8695940099896,-107.01455050332,"Y",NA,"natural","N","natal","prospection","survival summer","contrast","Y","B",123,"non-disperser","disperser",38,85,87,73,"percent alive",NA,NA,NA,"percent_method1",1,"likelihood ratio","G-test","G value",3.11,"positive = disperser died more than non-disperser",1,0.05,NA,NA,1994,"Van Vuren & Armitage","adult","survival","survival","individual"
"164","ARM","ML","Van Vuren & Armitage 1994","p038","c100","s031","yellow-bellied marmot","Marmota flaviventris","Marmota flaviventris","Mammalia","Gunnison County","Colorado",38.8695940099896,-107.01455050332,"Y",NA,"natural","N","natal","prospection","survival winter","contrast","Y","B",84,"non-disperser","disperser",33,51,91,88.17647059,"percent alive",NA,NA,NA,"percent_method1",1,"likelihood ratio","G-test","G value",0.153,"positive = disperser died more than non-disperser",1,0.25,NA,NA,1994,"Van Vuren & Armitage","adult","survival","survival","individual"
"165","ARM","SN","Steen 1994","p039","c101","s032","root vole","Microtus oeconomus","Microtus oeconomus","Mammalia","Nore-Uvdal County","Norway",60.2662457755307,8.94369796328263,"Y",NA,"natural","N","natal","prospection","survival","contrast","J","M",18,"non-disperser","disperser",13,5,40.5,12.6,"mean age (days)","SD",16.94609099,10.50951949,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,"Steen","juvenile","survival","survival","individual"
"166","ARM","SN","Malizia et al. 1995","p040","c102","s033","tuco tuco","Ctenomys talarum","Ctenomys talarum","Mammalia","Buenos Aires","Argentina",-34.6103373889133,-58.3979740675294,"N",NA,"semi-natural","N","B","settlement","litter size","contrast","JYA","F",87,"non-disperser","disperser",75,12,4.09,3.42,"mean litter size","SD",1.47,0.99,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,"Malizia et al.","mix","lifetime breeding success","reproduction","individual"
"167","ARM","ML","Alberts & Altmann 1995","p041","c103","s034","yellow baboon","Papio cynocephalus","Papio cynocephalus","Mammalia","Amboseli National Park","Kenya",-2.65247758519445,37.2617579527639,"Y",NA,"natural","N","natal","settlement","offspring survival to 30 days","contrast","A","M",143,"non-disperser","disperser",3,140,0,80.71428571,"percent alive",NA,NA,NA,"percent_method1",1,"likelihood ratio","G-test","G value",7.56,"positive = non-disperser died more than disperser",NA,0.01,NA,NA,1995,"Alberts & Altmann","adult","offspring survival","survival","offspring"
"168","ARM",NA,"Stuart-Smith & Boutin 1995","p042","c104","s030","north american red squirrel","Tamiasciurus hudsonicus","Tamiasciurus hudsonicus","Mammalia","Kluane Lake","Yukon",61.2235035268518,-138.643173488001,"N",NA,"natural","N","natal","prospection","survival to 35 days old","contrast","J","B",15,"dead","alive",3,12,1402,1574,"mean meters","SD",80,468,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,"Stuart-Smith & Boutin","juvenile","survival","survival","individual"
"169","ARM",NA,"Plissner & Gowaty 1996","p043","c105","s035","eastern bluebird","Sialia sialis","Sialia sialis","Aves","Pendleton","South Carolina",34.6521213078868,-82.7851056077782,"Y",NA,"natural","N","natal","settlement","number of fledglings","gradient","A","F",138,"non-disperser","disperser",NA,NA,NA,NA,NA,NA,NA,NA,"correlation_method2",1,"correlation","spearman rank correlation","r value",-0.042,"negative = non-disperser did better than disperser",NA,0.6,NA,NA,1996,"Plissner & Gowaty","adult","lifetime reproductive success","reproduction","individual"
"170","ARM",NA,"Plissner & Gowaty 1996","p043","c106","s035","eastern bluebird","Sialia sialis","Sialia sialis","Aves","Pendleton","South Carolina",34.6521213078868,-82.7851056077782,"Y",NA,"natural","N","natal","settlement","number of fledglings","gradient","A","M",138,"non-disperser","disperser",NA,NA,NA,NA,NA,NA,NA,NA,"correlation_method2",1,"correlation","spearman rank correlation","r value",-0.061,"negative = non-disperser did better than disperser",NA,0.4,NA,NA,1996,"Plissner & Gowaty","adult","lifetime reproductive success","reproduction","individual"
"171","ARM","ML","Forbes & Theberge 1996","p044","c107","s036","gray wolf","Canis lupus","Canis lupus","Mammalia","Algonquin Provincial Park","Ontario",45.837338465517,-78.3783943420723,"N",NA,"natural","N","B","prospection","survival","contrast","JYA","B",65,"non-disperser","disperser",50,15,24,80,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,"Forbes & Theberge","mix","survival","survival","individual"
"172","ARM",NA,"Tannerfeldt & Angerbjörn 1996","p045","c108","s037","arctic fox","Alopex lagopus","Vulpes lagopus","Mammalia","Vindelfjällen","Sweden",65.9230258490569,15.3183397496854,"Y",NA,"natural","N","natal","settlement","longevity","contrast","JYA","B",17,"non-disperser","disperser",11,6,26.18182,24,"mean longevity","SD",15.00545,15.17893,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,"Tannerfeldt & Angerbjörn","mix","survival","survival","individual"
"173","ARM",NA,"Tannerfeldt & Angerbjörn 1996","p045","c109","s037","arctic fox","Alopex lagopus","Vulpes lagopus","Mammalia","Vindelfjällen","Sweden",65.9230258490569,15.3183397496854,"Y",NA,"natural","N","natal","settlement","number of weaned offspring","contrast","A","F",11,"non-disperser","disperser",8,3,5.512113,10.860903,"mean LRS","SD",5.171974159,1.898017648,"mean_method",1,"non-parametric","Mann-Whitney U two-tailed","Mann-Whitney U",2.02,"positive = disperser did better than non-disperser",NA,0.044,NA,NA,1996,"Tannerfeldt & Angerbjörn","adult","lifetime reproductive success","reproduction","individual"
"174","ARM",NA,"Tannerfeldt & Angerbjörn 1996","p045","c110","s037","arctic fox","Alopex lagopus","Vulpes lagopus","Mammalia","Vindelfjällen","Sweden",65.9230258490569,15.3183397496854,"Y",NA,"natural","N","natal","settlement","number of weaned offspring","contrast","A","M",6,"non-disperser","disperser",3,3,13.927345,13.513172,"mean LRS","SD",10.45900266,4.27795072,"mean_method",1,"non-parametric","Mann-Whitney U two-tailed","Mann-Whitney U",-0.23,"negative = non-disperser did better than disperser",NA,0.81,NA,NA,1996,"Tannerfeldt & Angerbjörn","adult","lifetime reproductive success","reproduction","individual"
"175","ARM",NA,"Monard & Duncan 1996","p046","c111","s038","horse","Equus caballus","Equus caballus","Mammalia","Camargue","France",43.5068768066729,4.61125378803435,"N",NA,"natural","N","natal","settlement","age at first reproduction","contrast","A","F",35,"non-disperser","disperser",22,13,35,34.5,"mean months",NA,NA,NA,"count_method",1,"non-parametric","Mann-Whitney U two-tailed","Mann-Whitney U",0,NA,NA,NA,NA,NA,1996,"Monard & Duncan","adult","age at first reproduction","reproduction","individual"
"176","ARM",NA,"Monard & Duncan 1996","p046","c111","s038","horse","Equus caballus","Equus caballus","Mammalia","Camargue","France",43.5068768066729,4.61125378803435,"N",NA,"natural","N","natal","settlement","offspring survival to 7 days","contrast","A","F",33,"non-disperser","disperser",7,26,43,81,"percent alive",NA,NA,NA,"percent_method1",1,"likelihood ratio","G-test","G value",3.32,"positive = disperser did better than non-disperser",1,0.068,NA,NA,1996,"Monard & Duncan","adult","offspring survival","survival","offspring"
"177","ARM",NA,"Lenihan & Van Vuren 1996","p047","c112","s031","yellow-bellied marmot","Marmota flaviventris","Marmota flaviventris","Mammalia","Gunnison County","Colorado",38.6682981279802,-106.841515848294,"Y",NA,"natural","N","natal","settlement","survival","contrast","J","B",28,"non-disperser","disperser",7,21,0.71,0.71,"proportion alive",NA,NA,NA,"proportion_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,"Lenihan & Van Vuren","juvenile","survival","survival","individual"
"178","ARM",NA,"Schauster et al. 2002","p048","c113","s039","swift fox","Vulpes velox","Vulpes velox","Mammalia","Las Animas","Colorado",37.7681299217102,-107.751227079604,"Y",NA,"natural","N","natal","prospection","survival","contrast","J","F",16,"non-disperser","disperser",13,3,76.92307692,66.66666667,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,"Schauster et al.","juvenile","survival","survival","individual"
"179","ARM",NA,"Schauster et al. 2002","p048","c114","s039","swift fox","Vulpes velox","Vulpes velox","Mammalia","Las Animas","Colorado",37.7681299217102,-107.751227079604,"Y",NA,"natural","N","natal","prospection","survival","contrast","J","M",17,"non-disperser","disperser",11,6,54.54545455,33.33333333,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,"Schauster et al.","juvenile","survival","survival","individual"
"180","ARM",NA,"Schauster et al. 2002","p048","c115","s039","swift fox","Vulpes velox","Vulpes velox","Mammalia","Las Animas","Colorado",37.7681299217102,-107.751227079604,"Y",NA,"natural","N","breeding","prospection","survival","contrast","A","F",28,"non-disperser","disperser",26,2,57.69230769,100,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,"Schauster et al.","adult","survival","survival","individual"
"181","ARM",NA,"Schauster et al. 2002","p048","c116","s039","swift fox","Vulpes velox","Vulpes velox","Mammalia","Las Animas","Colorado",37.7681299217102,-107.751227079604,"Y",NA,"natural","N","breeding","prospection","survival","contrast","A","M",21,"non-disperser","disperser",19,2,42.10526316,100,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,"Schauster et al.","adult","survival","survival","individual"
"182","ARM",NA,"Miller & Smallwood 1997","p049","c117","s040","american kestrel","Falco sparverius","Falco sparverius","Aves","Gainesville","Florida",29.653132502622,-82.3303923389646,"Y",NA,"natural","N","natal","settlement","number of fledglings","gradient","A","M",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"correlation_method2",1,"correlation","spearman rank correlation","r value",0.062,"positive = disperser did better than non-disperser",NA,NA,NA,NA,1997,"Miller & Smallwood","adult","lifetime reproductive success","reproduction","individual"
"183","ARM",NA,"Miller & Smallwood 1997","p049","c118","s040","american kestrel","Falco sparverius","Falco sparverius","Aves","Gainesville","Florida",29.653132502622,-82.3303923389646,"Y",NA,"natural","N","natal","settlement","number of fledglings","gradient","A","F",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"correlation_method2",1,"correlation","spearman rank correlation","r value",-0.049,"negative = non-disperser did better than disperser",NA,NA,NA,NA,1997,"Miller & Smallwood","adult","lifetime reproductive success","reproduction","individual"
"184","ARM","ML","Poole 1997","p050","c119","s041","canada lynx","Lynx lynx","Lynx lynx","Mammalia","Mackenzie Bison Sanctuary","Northwest Territories",61.623380461539,-116.124205898985,"N",NA,"natural","N","natal","prospection","survival","contrast","YA","B",52,"non-disperser","disperser",NA,NA,NA,NA,NA,NA,NA,NA,"F_method2",1,"chi-square","chi-square test for homogeneity","chi2",0.8,"positive = disperser did better than non-disperser",1,0.4,NA,NA,1997,"Poole","adult","survival","survival","individual"
"185","ARM",NA,"Lindberg & Sedinger 1997","p051","c120","s042","black brant","Branta bernicla nigricans","Branta bernicla nigricans","Aves","Tutakoke River","Alaska",61.2518215152849,-165.609801064128,"Y",NA,"natural","N","breeding","settlement","clutch size","gradient","A","B",256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_method2",-1,"ANCOVA",NA,"F value",3.96,"positive = non-disperser did better than disperser",241,0.05,NA,NA,1997,"Lindberg & Sedinger","adult","lifetime breeding success","reproduction","individual"
"186","SLPB","ARM","Gese & Mech 1991","p052","c121","s036","gray wolf","Canis lupus","Canis lupus","Mammalia","Superior National Forest","Minnesota",47.8664495249881,-91.4794920708204,"Y",NA,"natural","N","natal","prospection","survival","gradient","A","B",18,"dead","alive",3,15,NA,NA,NA,NA,NA,NA,"F_method1",-1,"chi-square","chi-square test for homogeneity","chi2",0.64,"positive = dead farther away than alive",NA,0.95,NA,NA,1991,"Gese & Mech","adult","survival","survival","individual"
"187","SLPB","ARM","Gese & Mech 1991","p052","c122","s036","gray wolf","Canis lupus","Canis lupus","Mammalia","Superior National Forest","Minnesota",47.8664495249881,-91.4794920708204,"Y",NA,"natural","N","natal","prospection","survival","gradient","JY","B",43,"dead","alive",15,28,NA,NA,NA,NA,NA,NA,"F_method1",-1,"chi-square","chi-square test for homogeneity","chi2",15.19,"positive = dead farther away than alive",NA,0.005,NA,NA,1991,"Gese & Mech","mix","survival","survival","individual"
"188","SLPB","ARM","Mappes et al. 1995","p053","c123","s043","bank vole","Clethrionomys glareolus","Myodes glareolus","Mammalia","Konnevesi","Finland",62.6282390662459,26.2949699682999,"N",NA,"semi-natural","N","B","settlement","number of recruits per birth","contrast","A","F",22,"non-disperser","disperser",11,11,3.2,1.566667,"mean number of recruits","SD",1.69648,2.54472,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,"Mappes et al.","adult","offspring survival","survival","offspring"
